Episode,Step,Discharge,Charge,Real_Time_Price,Unadjusted_Charge_Bid,Unadjusted_Discharge_Bid,Adjusted_Charge_Bid,Adjusted_Discharge_Bid,Action_Charge_Adjustment,Action_Discharge_Adjustment,Reward
0,22,0.0,0.0,74.71196517094016,[48.39424],[79.74598],[48.39424133],[79.74597931],0.0,0.0,0.0
0,23,0.0,0.0,74.71196517094016,[48.19359],[79.49826],[48.19358826],[79.4982605],0.0,0.0,0.0
0,24,0.0,0.0,74.71196517094016,[48.276497],[79.60062],[48.27649689],[79.60061646],0.0,0.0,0.0
0,25,0.0,0.0,74.71196517094016,[48.301907],[79.63199],[48.30190659],[79.63198853],0.0,0.0,0.0
0,26,0.0,0.0,74.71196517094016,[48.125103],[79.41371],[48.125103],[79.41371155],0.0,0.0,0.0
0,27,0.0,0.0,74.71196517094016,[48.032936],[79.29993],[48.0329361],[79.29992676],0.0,0.0,0.0
0,28,0.0,0.0,74.71196517094016,[48.01408],[79.27664],[48.01408005],[79.27664185],0.0,0.0,0.0
0,29,0.0,0.0,74.71196517094016,[47.939423],[79.18448],[47.93942261],[79.18447876],0.0,0.0,0.0
0,30,0.0,0.0,74.71196517094016,[47.741005],[78.939514],[47.74100494],[78.93951416],0.0,0.0,0.0
0,31,0.0,0.0,74.71196517094016,[47.706215],[78.89657],[47.7062149],[78.8965683],0.0,0.0,0.0
0,32,0.0,0.0,74.71196517094016,[47.623177],[78.79405],[47.62317657],[78.79405212],0.0,0.0,0.0
0,33,0.0,0.0,74.71196517094016,[47.52044],[78.667206],[47.52043915],[78.66720581],0.0,0.0,0.0
0,34,0.0,0.0,74.71196517094016,[47.589355],[78.7523],[47.58935547],[78.75229645],0.0,0.0,0.0
0,35,0.0,0.0,74.71196517094016,[47.589306],[78.75223],[47.58930588],[78.75222778],0.0,0.0,0.0
0,36,0.0,0.0,74.71196517094016,[47.726604],[78.92174],[47.72660446],[78.92173767],0.0,0.0,0.0
0,37,0.0,0.0,74.71196517094016,[47.62738],[78.79924],[47.62738037],[78.79924011],0.0,0.0,0.0
0,38,0.0,0.0,74.71196517094016,[47.732063],[78.928474],[47.73206329],[78.92847443],0.0,0.0,0.0
0,39,0.0,0.0,74.71196517094016,[47.775124],[78.98164],[47.7751236],[78.98164368],0.0,0.0,0.0
0,40,0.0,0.0,74.71196517094016,[47.84996],[79.07403],[47.84996033],[79.07402802],0.0,0.0,0.0
0,41,0.0,0.0,74.71196517094016,[47.71841],[78.91162],[47.71841049],[78.91162109],0.0,0.0,0.0
0,42,0.0,0.0,74.71196517094016,[47.603535],[78.7698],[47.6035347],[78.76979828],0.0,0.0,0.0
0,43,0.0,0.0,74.71196517094016,[47.427418],[78.55237],[47.42741776],[78.55236816],0.0,0.0,0.0
0,44,0.0,0.0,74.71196517094016,[47.52188],[78.66899],[47.5218811],[78.66899109],0.0,0.0,0.0
0,45,0.0,0.0,74.71196517094016,[47.644646],[78.82056],[47.64464569],[78.82055664],0.0,0.0,0.0
0,46,0.0,0.0,74.71196517094016,[47.48013],[78.61745],[47.48012924],[78.6174469],0.0,0.0,0.0
0,47,0.0,0.0,74.71196517094016,[47.31757],[78.416756],[47.31756973],[78.41675568],0.0,0.0,0.0
0,48,0.0,0.0,74.71196517094016,[47.231186],[78.310104],[47.23118591],[78.31010437],0.0,0.0,0.0
0,49,0.0,0.0,74.71196517094016,[47.277554],[78.367355],[47.27755356],[78.36735535],0.0,0.0,0.0
0,50,0.0,0.0,74.71196517094016,[47.21258],[78.28714],[47.21258163],[78.28713989],0.0,0.0,0.0
0,51,0.0,0.0,74.71196517094016,[47.07726],[78.12007],[47.07725906],[78.12007141],0.0,0.0,0.0
0,52,0.0,0.0,74.71196517094016,[46.811066],[77.79144],[46.81106567],[77.79144287],0.0,0.0,0.0
0,53,0.0,0.0,74.71196517094016,[46.73067],[77.69219],[46.73067093],[77.69219208],0.0,0.0,0.0
0,54,0.0,0.0,74.71196517094016,[46.756542],[77.72413],[46.75654221],[77.72412872],0.0,0.0,0.0
0,55,0.0,0.0,74.71196517094016,[46.745277],[77.71022],[46.7452774],[77.71022034],0.0,0.0,0.0
0,56,0.0,0.0,74.71196517094016,[46.720394],[77.679504],[46.72039413],[77.67950439],0.0,0.0,0.0
0,57,0.0,0.0,74.71196517094016,[46.728497],[77.6895],[46.72849655],[77.6894989],0.0,0.0,0.0
0,58,0.0,0.0,74.71196517094016,[46.560925],[77.48263],[46.56092453],[77.48262787],0.0,0.0,0.0
0,59,0.0,0.0,74.71196517094016,[46.47728],[77.379364],[46.47727966],[77.37936401],0.0,0.0,0.0
0,60,0.0,0.0,74.71196517094016,[46.439236],[77.3324],[46.43923569],[77.33239746],0.0,0.0,0.0
0,61,0.0,0.0,74.71196517094016,[46.466732],[77.36634],[46.46673203],[77.36634064],0.0,0.0,0.0
0,62,0.0,0.0,74.71196517094016,[46.46495],[77.364136],[46.46495056],[77.36413574],0.0,0.0,0.0
0,63,0.0,0.0,74.71196517094016,[46.602634],[77.53412],[46.60263443],[77.53411865],0.0,0.0,0.0
0,64,0.0,0.0,74.71196517094016,[46.690666],[77.64281],[46.6906662],[77.64280701],0.0,0.0,0.0
0,65,0.0,0.0,74.71196517094016,[46.790108],[77.765564],[46.79010773],[77.76556396],0.0,0.0,0.0
0,66,0.0,0.0,74.71196517094016,[46.74099],[77.704926],[46.74098969],[77.70492554],0.0,0.0,0.0
0,67,0.0,0.0,74.71196517094016,[46.706932],[77.66288],[46.70693207],[77.66287994],0.0,0.0,0.0
0,68,0.0,0.0,74.71196517094016,[46.67827],[77.627495],[46.67826843],[77.62749481],0.0,0.0,0.0
0,69,0.0,0.0,74.71196517094016,[46.58285],[77.5097],[46.58285141],[77.50969696],0.0,0.0,0.0
0,70,0.0,0.0,74.71196517094016,[46.597004],[77.527176],[46.59700394],[77.5271759],0.0,0.0,0.0
0,71,0.0,0.0,74.71196517094016,[46.722233],[77.68177],[46.72223282],[77.68177032],0.0,0.0,0.0
0,72,0.0,0.0,74.71196517094016,[46.56659],[77.489624],[46.56658936],[77.48962402],0.0,0.0,0.0
0,73,0.0,0.0,76.46221220588234,[46.667454],[77.61414],[46.66745377],[77.61414337],0.0,0.0,0.0
0,74,0.0,0.0,76.46221220588234,[47.074783],[78.11702],[47.07478333],[78.11701965],0.0,0.0,0.0
0,75,0.0,0.0,76.46221220588234,[47.205658],[78.278595],[47.20565796],[78.27859497],0.0,0.0,0.0
0,76,0.0,0.0,76.46221220588234,[47.19009],[78.25937],[47.19009018],[78.2593689],0.0,0.0,0.0
0,77,0.0,0.0,76.46221220588234,[47.05612],[78.09398],[47.05612183],[78.09397888],0.0,0.0,0.0
0,78,0.0,0.0,76.46221220588234,[47.185646],[78.25389],[47.18564606],[78.25389099],0.0,0.0,0.0
0,79,0.0,0.0,76.46221220588234,[47.24982],[78.333115],[47.24982071],[78.33311462],0.0,0.0,0.0
0,80,0.0,0.0,76.46221220588234,[47.192013],[78.26175],[47.19201279],[78.26174927],0.0,0.0,0.0
0,81,0.0,0.0,76.46221220588234,[47.204346],[78.27698],[47.2043457],[78.27697754],0.0,0.0,0.0
0,82,0.0,0.0,76.46221220588234,[47.28338],[78.37454],[47.2833786],[78.37454224],0.0,0.0,0.0
0,83,0.0,0.0,76.46221220588234,[47.45361],[78.5847],[47.45360947],[78.58470154],0.0,0.0,0.0
0,84,0.0,0.0,76.46221220588234,[47.237835],[78.31831],[47.23783493],[78.3183136],0.0,0.0,0.0
0,85,0.0,0.0,76.46221220588234,[47.3003],[78.39544],[47.3003006],[78.39543915],0.0,0.0,0.0
0,86,0.0,0.0,76.46221220588234,[46.884354],[77.88192],[46.88435364],[77.88191986],0.0,0.0,0.0
0,87,0.0,0.0,76.46221220588234,[46.712357],[77.66958],[46.71235657],[77.66957855],0.0,0.0,0.0
0,88,0.0,0.0,76.46221220588234,[46.44294],[77.33697],[46.44293976],[77.33696747],0.0,0.0,0.0
0,89,0.0,0.0,74.71196517094016,[46.280872],[77.13689],[46.28087234],[77.1368866],0.0,0.0,0.0
0,90,0.0,0.0,74.71196517094016,[45.69483],[76.413376],[45.69483185],[76.41337585],0.0,0.0,0.0
0,91,0.0,0.0,74.71196517094016,[45.557903],[76.24432],[45.55790329],[76.24432373],0.0,0.0,0.0
0,92,0.0,0.0,74.71196517094016,[45.190277],[75.79047],[45.1902771],[75.79046631],0.0,0.0,0.0
0,93,0.0,0.0,74.71196517094016,[44.997787],[75.552826],[44.99778748],[75.55282593],0.0,0.0,0.0
0,94,0.0,0.0,74.71196517094016,[44.98282],[75.53435],[44.9828186],[75.53434753],0.0,0.0,0.0
0,95,0.0,0.0,74.71196517094016,[44.79783],[75.30597],[44.79782867],[75.30596924],0.0,0.0,0.0
0,96,0.0,0.0,63.8690396103896,[44.670193],[75.14839],[44.67019272],[75.14839172],0.0,0.0,0.0
0,97,0.0,0.0,60.99530187772925,[43.32792],[73.491264],[43.32791901],[73.49126434],0.0,0.0,0.0
0,98,0.0,0.0,57.56649130434782,[42.272594],[72.18839],[42.27259445],[72.18839264],0.0,0.0,0.0
0,99,0.0,0.0,55.668265294117646,[40.953995],[70.560486],[40.95399475],[70.56048584],0.0,0.0,0.0
0,100,0.0,0.0,53.197806159695816,[38.978706],[68.12186],[38.97870636],[68.12185669],0.0,0.0,0.0
0,101,0.0,0.0,52.24283841346153,[37.02281],[65.707184],[37.02281189],[65.70718384],0.0,0.0,0.0
0,102,0.0,0.0,52.24283841346153,[35.73926],[64.12254],[35.73926163],[64.12254333],0.0,0.0,0.0
0,103,0.0,0.0,48.83356172284644,[34.9728],[63.1763],[34.97280121],[63.17630005],0.0,0.0,0.0
0,104,0.0,0.0,40.963055454545454,[33.760178],[61.679234],[33.76017761],[61.67923355],0.0,0.0,0.0
0,105,0.0,0.0,34.89741205387205,[31.959389],[59.45604],[31.95938873],[59.45603943],0.0,0.0,0.0
0,106,0.0,0.0,34.69767184563758,[29.824345],[56.82018],[29.82434464],[56.82017899],0.0,0.0,0.0
0,107,0.0,0.0,34.69767184563758,[28.273214],[54.905205],[28.27321434],[54.90520477],0.0,0.0,0.0
0,108,0.0,0.0,30.421467695473247,[27.180698],[53.55642],[27.18069839],[53.55641937],0.0,0.0,0.0
0,109,0.0,0.0,29.29576028169014,[25.411674],[51.37244],[25.4116745],[51.37244034],0.0,0.0,0.0
0,110,0.0,0.0,29.29576028169014,[24.15661],[49.822975],[24.15661049],[49.82297516],0.0,0.0,0.0
0,111,0.0,0.0,29.29576028169014,[24.183382],[49.856026],[24.18338203],[49.8560257],0.0,0.0,0.0
0,112,0.0,0.0,29.29576028169014,[23.856022],[49.45188],[23.85602188],[49.45188141],0.0,0.0,0.0
0,113,0.0,0.0,29.29576028169014,[23.740028],[49.308678],[23.74002838],[49.30867767],0.0,0.0,0.0
0,114,0.0,0.0,25.662925720524008,[23.849049],[49.44327],[23.84904861],[49.44327164],0.0,0.0,0.0
0,115,0.0,0.0,24.32569595330739,[23.541124],[49.063118],[23.54112434],[49.06311798],0.0,0.0,0.0
0,116,0.0,0.0,24.32569595330739,[23.121576],[48.54516],[23.12157631],[48.54515839],0.0,0.0,0.0
0,117,0.0,0.0,24.32569595330739,[22.792105],[48.138405],[22.79210472],[48.13840485],0.0,0.0,0.0
0,118,0.0,0.0,24.32569595330739,[22.756868],[48.094902],[22.75686836],[48.09490204],0.0,0.0,0.0
0,119,0.0,0.0,24.32569595330739,[22.568794],[47.86271],[22.56879425],[47.86270905],0.0,0.0,0.0
0,120,0.0,0.0,24.056758239436626,[22.501316],[47.779404],[22.50131607],[47.77940369],0.0,0.0,0.0
0,121,0.0,0.0,24.056758239436626,[22.029135],[47.196465],[22.02913475],[47.19646454],0.0,0.0,0.0
0,122,0.0,0.009800000000268483,22.07132911682129,[22.07133],[47.248558],[22.07132912],[47.24855804],0.0,0.0,-0.21629902535077442
0,123,0.0,338.00980000000027,21.844520568847656,[21.84452],[46.968544],[21.84452057],[46.96854401],0.0,0.0,-7383.662028572088
0,124,0.0,328.00980000000027,21.85452651977539,[21.854527],[46.980896],[21.85452652],[46.980896],0.0,0.0,-7168.498872846228
0,125,0.0,306.00980000000027,21.970773696899414,[21.970774],[47.124413],[21.9707737],[47.12441254],0.0,0.0,-6723.272064833456
0,126,0.0,458.00980000000027,22.256179809570312,[22.25618],[47.47677],[22.25617981],[47.47676849],0.0,0.0,-10193.548463345343
0,127,0.0,549.787733333334,22.80937957763672,[22.80938],[48.15973],[22.80937958],[48.159729],0.0,0.0,-12540.317096728531
0,128,0.0,491.00980000000027,22.500886917114258,[22.500887],[47.778873],[22.50088692],[47.77887344],0.0,0.0,-11048.155984994894
0,129,0.0,594.0098000000003,21.318742752075195,[21.318743],[46.319435],[21.31874275],[46.31943512],0.0,0.0,-12663.542118411642
0,130,0.0,290.8980666666671,21.208681106567383,[21.208681],[46.183556],[21.20868111],[46.1835556],0.0,0.0,-6169.564330450321
0,131,0.0,795.0098000000003,22.221439361572266,[22.22144],[47.433876],[22.22143936],[47.43387604],0.0,0.0,-17666.2620625557
0,132,0.0,1135.787733333334,23.38024139404297,[23.380241],[48.864494],[23.38024139],[48.86449432],0.0,0.0,-26554.99137772625
0,133,0.0,1908.0112000000004,24.60151672363281,[24.601517],[50.372246],[24.60151672],[50.37224579],0.0,0.0,-46939.96944567871
0,134,0.0,2050.789133333335,25.98348808288574,[25.983488],[52.07838],[25.98348808],[52.07838058],0.0,0.0,-53286.655006478286
0,135,0.0,2204.789133333335,26.9835262298584,[26.983526],[53.312996],[26.98352623],[53.31299591],0.0,0.0,-59492.98541060681
0,136,0.0,2199.789133333335,27.04384040832519,[27.04384],[53.38746],[27.04384041],[53.3874588],0.0,0.0,-59490.746253834695
0,137,0.0,2220.789133333335,26.96378898620605,[26.963789],[53.28863],[26.96378899],[53.28863144],0.0,0.0,-59880.88957405946
0,138,0.0,2444.789133333335,26.621252059936523,[26.621252],[52.865746],[26.62125206],[52.86574554],0.0,0.0,-65083.34775186047
0,139,0.0,2522.789133333335,26.227352142333984,[26.227352],[52.379448],[26.22735214],[52.37944794],0.0,0.0,-66166.07898078694
0,140,0.0,1383.9242888888677,22.667904029126216,[26.18282],[52.32447],[26.18281937],[52.32447052],0.0,0.0,-31370.6629641096
0,141,0.0,0.0,21.02674006369427,[25.18731],[51.095444],[25.18730927],[51.09544373],0.0,0.0,0.0
0,142,0.0,0.0,21.02674006369427,[23.89676],[49.502174],[23.89676094],[49.50217438],0.0,0.0,0.0
0,143,0.0,0.0,21.02674006369427,[23.001146],[48.396477],[23.00114632],[48.39647675],0.0,0.0,0.0
0,144,0.0,0.0,21.02674006369427,[22.44531],[47.71026],[22.44531059],[47.71025848],0.0,0.0,0.0
0,145,0.0,0.0,21.02674006369427,[21.892872],[47.028236],[21.89287186],[47.02823639],0.0,0.0,0.0
0,146,0.0,0.0,21.02674006369427,[21.767265],[46.87317],[21.76726532],[46.87316895],0.0,0.0,0.0
0,147,0.0,0.0,21.02674006369427,[21.768555],[46.874763],[21.76855469],[46.87476349],0.0,0.0,0.0
0,148,0.0,0.0,19.722695,[21.985233],[47.142265],[21.98523331],[47.14226532],0.0,0.0,0.0
0,149,0.0,0.0,19.722695,[21.823408],[46.942482],[21.82340813],[46.94248199],0.0,0.0,0.0
0,150,0.0,0.0,19.722695,[21.6693],[46.752224],[21.66930008],[46.75222397],0.0,0.0,0.0
0,151,0.0,0.0,19.722695,[21.686079],[46.772938],[21.68607903],[46.77293777],0.0,0.0,0.0
0,152,0.0,0.0,21.02674006369427,[22.008635],[47.171154],[22.00863457],[47.17115402],0.0,0.0,0.0
0,153,0.0,0.0,21.02674006369427,[22.4093],[47.665802],[22.40929985],[47.665802],0.0,0.0,0.0
0,154,0.0,0.0,19.722695,[22.709236],[48.036095],[22.70923615],[48.03609467],0.0,0.0,0.0
0,155,0.0,0.0,19.722695,[22.854221],[48.215088],[22.85422134],[48.21508789],0.0,0.0,0.0
0,156,0.0,0.0,19.722695,[22.92955],[48.30809],[22.92955017],[48.30809021],0.0,0.0,0.0
0,157,0.0,0.0,19.722695,[23.086895],[48.502342],[23.08689499],[48.50234222],0.0,0.0,0.0
0,158,0.0,0.0,19.722695,[23.623798],[49.165184],[23.62379837],[49.16518402],0.0,0.0,0.0
0,159,0.0,0.0,19.722695,[24.270357],[49.963406],[24.27035713],[49.96340561],0.0,0.0,0.0
0,160,0.0,0.0,21.02674006369427,[25.201399],[51.11284],[25.20139885],[51.11283875],0.0,0.0,0.0
0,161,0.0,0.0,21.02674006369427,[26.308498],[52.47963],[26.30849838],[52.47962952],0.0,0.0,0.0
0,162,0.0,0.0,21.02674006369427,[27.339136],[53.75202],[27.33913612],[53.75202179],0.0,0.0,0.0
0,163,0.0,0.0,21.02674006369427,[28.331089],[54.976654],[28.33108902],[54.97665405],0.0,0.0,0.0
0,164,0.0,0.0,21.02674006369427,[29.259237],[56.122517],[29.25923729],[56.12251663],0.0,0.0,0.0
0,165,0.0,0.0,21.02674006369427,[30.082705],[57.139145],[30.08270454],[57.1391449],0.0,0.0,0.0
0,166,0.0,0.0,21.02674006369427,[30.662268],[57.854652],[30.66226768],[57.8546524],0.0,0.0,0.0
0,167,0.0,0.0,21.02674006369427,[30.969936],[58.23449],[30.96993637],[58.23448944],0.0,0.0,0.0
0,168,0.0,0.0,21.02674006369427,[31.39678],[58.76146],[31.39678001],[58.76145935],0.0,0.0,0.0
0,169,0.0,0.0,21.30691791044776,[32.033695],[59.54777],[32.03369522],[59.54777145],0.0,0.0,0.0
0,170,0.0,0.0,22.667904029126216,[32.735973],[60.414787],[32.73597336],[60.41478729],0.0,0.0,0.0
0,171,0.0,0.0,24.056758239436626,[34.219803],[62.24667],[34.21980286],[62.24666977],0.0,0.0,0.0
0,172,0.0,0.0,24.056758239436626,[35.76652],[64.156204],[35.76652145],[64.15620422],0.0,0.0,0.0
0,173,0.0,0.0,24.056758239436626,[36.85284],[65.49734],[36.85284042],[65.49733734],0.0,0.0,0.0
0,174,0.0,0.0,24.056758239436626,[37.75616],[66.61255],[37.75616074],[66.61254883],0.0,0.0,0.0
0,175,0.0,0.0,24.32569595330739,[38.012802],[66.92938],[38.01280212],[66.92938232],0.0,0.0,0.0
0,176,0.0,0.0,25.662925720524008,[38.138577],[67.08467],[38.13857651],[67.08467102],0.0,0.0,0.0
0,177,0.0,0.0,24.32569595330739,[38.506214],[67.53854],[38.50621414],[67.5385437],0.0,0.0,0.0
0,178,0.0,0.0,24.32569595330739,[38.241497],[67.21173],[38.24149704],[67.21173096],0.0,0.0,0.0
0,179,0.0,0.0,24.32569595330739,[37.375046],[66.14203],[37.37504578],[66.14202881],0.0,0.0,0.0
0,180,0.0,0.0,29.29576028169014,[36.207684],[64.70085],[36.20768356],[64.70085144],0.0,0.0,0.0
0,181,0.0,0.0,29.29576028169014,[36.445854],[64.99489],[36.44585419],[64.99488831],0.0,0.0,0.0
0,182,0.0,0.0,30.421467695473247,[37.180542],[65.9019],[37.18054199],[65.90190125],0.0,0.0,0.0
0,183,0.0,0.0,38.78882542857143,[38.106464],[67.04502],[38.10646439],[67.04502106],0.0,0.0,0.0
0,184,0.0,0.0,48.83356172284644,[40.90682],[70.50224],[40.90681839],[70.50224304],0.0,0.0,0.0
0,185,0.0,0.0,42.439770439024386,[45.89986],[76.666504],[45.89986038],[76.66650391],0.0,0.0,0.0
0,186,0.0,0.0,48.83356172284644,[47.270443],[78.358574],[47.27044296],[78.35857391],0.0,0.0,0.0
0,187,0.0,0.0,52.24283841346153,[48.774414],[80.21533],[48.77441406],[80.21533203],0.0,0.0,0.0
0,188,0.0,0.0,52.24283841346153,[49.183155],[80.71995],[49.18315506],[80.71994781],0.0,0.0,0.0
0,189,0.0,0.0,55.668265294117646,[48.74372],[80.17744],[48.74372101],[80.17743683],0.0,0.0,0.0
0,190,0.0,0.0,55.668265294117646,[48.39013],[79.740906],[48.39012909],[79.74090576],0.0,0.0,0.0
0,191,0.0,0.0,62.25091919148936,[48.29762],[79.62669],[48.29761887],[79.62669373],0.0,0.0,0.0
0,192,0.0,0.0,74.71196517094016,[48.73405],[80.1655],[48.73405075],[80.16549683],0.0,0.0,0.0
0,193,0.0,0.0,74.71196517094016,[49.70215],[81.36068],[49.70214844],[81.36067963],0.0,0.0,0.0
0,194,0.0,0.0,74.71196517094016,[50.00867],[81.739105],[50.00867081],[81.73910522],0.0,0.0,0.0
0,195,0.0,0.0,74.71196517094016,[49.97228],[81.694176],[49.97227859],[81.69417572],0.0,0.0,0.0
0,196,0.0,0.0,74.71196517094016,[49.622307],[81.262115],[49.62230682],[81.26211548],0.0,0.0,0.0
0,197,0.0,0.0,76.46221220588234,[49.06397],[80.5728],[49.06396866],[80.57279968],0.0,0.0,0.0
0,198,0.0,0.0,77.88001327835052,[48.556892],[79.94678],[48.5568924],[79.94677734],0.0,0.0,0.0
0,199,0.0,0.0,77.88001327835052,[48.513145],[79.89278],[48.51314545],[79.89277649],0.0,0.0,0.0
0,200,0.0,0.0,77.88001327835052,[48.202244],[79.50895],[48.2022438],[79.50894928],0.0,0.0,0.0
0,201,0.0,0.0,77.88001327835052,[48.04472],[79.31447],[48.0447197],[79.31446838],0.0,0.0,0.0
0,202,0.0,0.0,77.88001327835052,[47.697113],[78.88533],[47.69711304],[78.8853302],0.0,0.0,0.0
0,203,0.0,0.0,77.88001327835052,[47.506702],[78.65025],[47.50670242],[78.6502533],0.0,0.0,0.0
0,204,0.0,0.0,77.88001327835052,[47.397175],[78.51503],[47.39717484],[78.51502991],0.0,0.0,0.0
0,205,0.0,0.0,77.88001327835052,[47.261086],[78.34702],[47.26108551],[78.34702301],0.0,0.0,0.0
0,206,0.0,0.0,77.88001327835052,[46.99461],[78.01804],[46.99460983],[78.01804352],0.0,0.0,0.0
0,207,0.0,0.0,77.88001327835052,[46.883575],[77.88096],[46.88357544],[77.88095856],0.0,0.0,0.0
0,208,3852.7499333333276,0.0,77.73944854736328,[46.76895],[77.73945],[46.76895142],[77.73944855],0.0,0.0,299510.65520822356
0,209,0.0,0.0,77.88001327835052,[46.92738],[77.93504],[46.92737961],[77.93504333],0.0,0.0,0.0
0,210,56.18846666666332,0.0,78.00386047363281,[46.983124],[78.00386],[46.98312378],[78.00386047],0.0,0.0,4382.917314093774
0,211,199.18846666666332,0.0,78.0246353149414,[46.999954],[78.024635],[46.99995422],[78.02463531],0.0,0.0,15541.607470608767
0,212,296.1884666666633,0.0,78.20895385742188,[47.14925],[78.208954],[47.14925003],[78.20895386],0.0,0.0,23164.59012263361
0,213,352.1884666666633,0.0,78.40486145019531,[47.307938],[78.40486],[47.30793762],[78.40486145],0.0,0.0,27613.287933356467
0,214,432.1884666666633,0.0,78.46369934082031,[47.3556],[78.4637],[47.35559845],[78.46369934],0.0,0.0,33911.105907103214
0,215,486.1884666666633,0.0,78.53018188476562,[47.409443],[78.53018],[47.4094429],[78.53018188],0.0,0.0,38180.46871760838
0,216,436.41053333332866,0.0,78.66918182373047,[47.522034],[78.66918],[47.52203369],[78.66918182],0.0,0.0,34332.05959659082
0,217,279.63259999999764,0.0,78.99034881591797,[47.78218],[78.99035],[47.78218079],[78.99034882],0.0,0.0,22088.276614301878
0,218,384.63259999999764,0.0,79.37965393066406,[48.09752],[79.379654],[48.09751892],[79.37965393],0.0,0.0,30532.00267845135
0,219,399.63259999999764,0.0,79.64549255371094,[48.31285],[79.64549],[48.31285095],[79.64549255],0.0,0.0,31828.935267519955
0,220,417.63259999999764,0.0,80.13032531738281,[48.705563],[80.130325],[48.70556259],[80.13032532],0.0,0.0,33465.03610114422
0,221,394.63259999999764,0.0,80.48814392089844,[48.99539],[80.488144],[48.99539185],[80.48814392],0.0,0.0,31763.245504678154
0,222,397.63259999999764,0.0,80.524169921875,[49.024574],[80.52417],[49.02457428],[80.52416992],0.0,0.0,32019.03504887676
0,223,351.63259999999764,0.0,80.72959899902344,[49.190975],[80.7296],[49.19097519],[80.729599],0.0,0.0,28387.158792983817
0,224,329.63259999999764,0.0,81.22763061523438,[49.594383],[81.22763],[49.59438324],[81.22763062],0.0,0.0,26775.275071539116
0,225,300.63259999999764,0.0,81.44546508789062,[49.77082],[81.445465],[49.77082062],[81.44546509],0.0,0.0,24485.161927581594
0,226,324.63259999999764,0.0,81.62017822265625,[49.912342],[81.62018],[49.91234207],[81.62017822],0.0,0.0,26496.570668884084
0,227,354.63259999999764,0.0,81.78014373779297,[50.041912],[81.78014],[50.04191208],[81.78014374],0.0,0.0,29001.905002107047
0,228,404.63259999999764,0.0,81.69882202148438,[49.976048],[81.69882],[49.97604752],[81.69882202],0.0,0.0,33058.00677149028
0,229,315.63259999999764,0.0,81.85392761230469,[50.101677],[81.85393],[50.10167694],[81.85392761],0.0,0.0,25835.76799248333
0,230,345.63259999999764,0.0,81.78521728515625,[50.04602],[81.78522],[50.04602051],[81.78521729],0.0,0.0,28267.637291833304
